Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
275-28-0149;A;Yangon;Normal;Male;Sports and travel; 64 ; 1 ; 3 ; 67 ;25/02/2019;16:21:00;Cash;63,69;4,761904762;3,1845;6
101-17-6199;A;Yangon;Normal;Male;Food and beverages; 46 ; 7 ; 16 ; 337 ;13/03/2019;19:44:00;Credit card;320,53;4,761904762;16,0265;7
423-80-0988;C;Naypyitaw;Normal;Male;Sports and travel; 76 ; 2 ; 8 ; 160 ;30/01/2019;19:42:00;Ewallet;152,8;4,761904762;7,64;6,5
548-46-9322;B;Mandalay;Normal;Male;Food and beverages; 40 ; 10 ; 20 ; 419 ;20/02/2019;15:24:00;Credit card;399;4,761904762;19,95;5,9
505-02-0892;B;Mandalay;Member;Male;Health and beauty; 43 ; 8 ; 17 ; 358 ;25/02/2019;14:12:00;Ewallet;340,56;4,761904762;17,028;5,6
234-65-2137;C;Naypyitaw;Normal;Male;Home and lifestyle; 96 ; 10 ; 48 ; 1.004 ;16/01/2019;13:32:00;Cash;955,8;4,761904762;47,79;4,8
687-47-8271;A;Yangon;Normal;Male;Fashion accessories; 99 ; 10 ; 49 ; 1.039 ;02/08/2019;16:20:00;Credit card;989,8;4,761904762;49,49;8,7
796-32-9050;A;Yangon;Normal;Male;Food and beverages; 51 ; 6 ; 15 ; 323 ;19/01/2019;16:31:00;Cash;307,68;4,761904762;15,384;6,5
105-31-1824;A;Yangon;Member;Male;Sports and travel; 70 ; 7 ; 24 ; 511 ;02/01/2019;15:10:00;Credit card;486,64;4,761904762;24,332;8,5
249-42-3782;A;Yangon;Normal;Male;Health and beauty; 70 ; 5 ; 18 ; 368 ;01/03/2019;11:36:00;Ewallet;350,05;4,761904762;17,5025;5,5
316-55-4634;B;Mandalay;Member;Male;Food and beverages; 80 ; 5 ; 20 ; 420 ;26/01/2019;12:45:00;Credit card;400,25;4,761904762;20,0125;9,4
733-33-4967;C;Naypyitaw;Normal;Male;Electronic accessories; 21 ; 8 ; 8 ; 175 ;03/03/2019;19:17:00;Cash;166,8;4,761904762;8,34;6,3
608-27-6295;B;Mandalay;Member;Male;Electronic accessories; 53 ; 6 ; 16 ; 333 ;19/01/2019;17:34:00;Credit card;317,34;4,761904762;15,867;9,8
414-12-7047;B;Mandalay;Normal;Male;Food and beverages; 20 ; 8 ; 8 ; 166 ;18/01/2019;12:04:00;Ewallet;158,32;4,761904762;7,916;8,7
827-26-2100;A;Yangon;Member;Male;Home and lifestyle; 34 ; 9 ; 15 ; 320 ;21/03/2019;16:21:00;Ewallet;304,56;4,761904762;15,228;8,8
175-54-2529;A;Yangon;Member;Male;Food and beverages; 22 ; 8 ; 9 ; 186 ;03/03/2019;17:01:00;Credit card;177,36;4,761904762;8,868;9,6
139-52-2867;C;Naypyitaw;Normal;Female;Fashion accessories; 23 ; 7 ; 8 ; 165 ;13/02/2019;10:50:00;Credit card;157,57;4,761904762;7,8785;4,8
407-63-8975;A;Yangon;Normal;Male;Food and beverages; 74 ; 6 ; 22 ; 465 ;23/03/2019;19:16:00;Ewallet;443,28;4,761904762;22,164;4,4
342-65-4817;C;Naypyitaw;Member;Male;Health and beauty; 87 ; 3 ; 13 ; 273 ;28/01/2019;16:47:00;Ewallet;260,4;4,761904762;13,02;9,9
130-98-8941;C;Naypyitaw;Normal;Male;Fashion accessories; 64 ; 7 ; 22 ; 472 ;02/09/2019;10:00:00;Cash;449,82;4,761904762;22,491;5,7
434-83-9547;C;Naypyitaw;Member;Male;Food and beverages; 38 ; 8 ; 15 ; 323 ;23/01/2019;11:51:00;Cash;307,76;4,761904762;15,388;7,7
851-28-6367;A;Yangon;Member;Male;Sports and travel; 16 ; 10 ; 8 ; 163 ;23/03/2019;10:55:00;Ewallet;155;4,761904762;7,75;8
824-88-3614;C;Naypyitaw;Normal;Male;Health and beauty; 34 ; 8 ; 14 ; 288 ;25/01/2019;15:00:00;Ewallet;274,48;4,761904762;13,724;5,7
586-25-0848;A;Yangon;Normal;Female;Sports and travel; 12 ; 7 ; 4 ; 91 ;03/04/2019;11:19:00;Credit card;86,38;4,761904762;4,319;6,7
895-66-0685;B;Mandalay;Member;Male;Food and beverages; 18 ; 3 ; 3 ; 57 ;03/05/2019;19:46:00;Ewallet;54,24;4,761904762;2,712;8
305-14-0245;B;Mandalay;Member;Female;Home and lifestyle; 94 ; 8 ; 38 ; 794 ;03/03/2019;19:00:00;Ewallet;755,92;4,761904762;37,796;7,5
732-04-5373;B;Mandalay;Member;Male;Home and lifestyle; 46 ; 4 ; 9 ; 195 ;02/08/2019;10:53:00;Cash;185,88;4,761904762;9,294;7
400-60-7251;A;Yangon;Normal;Male;Home and lifestyle; 74 ; 1 ; 4 ; 78 ;02/10/2019;12:50:00;Ewallet;74,07;4,761904762;3,7035;9,9
593-65-1552;C;Naypyitaw;Normal;Female;Home and lifestyle; 70 ; 4 ; 14 ; 293 ;28/01/2019;20:50:00;Credit card;279,24;4,761904762;13,962;5,9
284-34-9626;B;Mandalay;Normal;Female;Home and lifestyle; 77 ; 3 ; 12 ; 243 ;02/11/2019;10:39:00;Credit card;231,12;4,761904762;11,556;7,2
437-58-8131;B;Mandalay;Normal;Female;Fashion accessories; 74 ; 2 ; 7 ; 154 ;15/01/2019;13:41:00;Ewallet;147,04;4,761904762;7,352;4,6
286-43-6208;C;Naypyitaw;Normal;Female;Food and beverages; 88 ; 9 ; 40 ; 830 ;16/03/2019;19:08:00;Cash;790,2;4,761904762;39,51;9,2
641-43-2399;B;Mandalay;Normal;Male;Home and lifestyle; 26 ; 4 ; 5 ; 107 ;26/01/2019;20:23:00;Ewallet;102,2;4,761904762;5,11;5,7
831-07-6050;A;Yangon;Normal;Male;Electronic accessories; 33 ; 5 ; 8 ; 172 ;19/03/2019;11:30:00;Credit card;163,55;4,761904762;8,1775;9,9
556-86-3144;C;Naypyitaw;Member;Female;Fashion accessories; 74 ; 1 ; 4 ; 78 ;13/01/2019;19:30:00;Cash;74,29;4,761904762;3,7145;5
848-24-9445;C;Naypyitaw;Member;Male;Health and beauty; 44 ; 2 ; 4 ; 92 ;26/03/2019;18:03:00;Cash;87,4;4,761904762;4,37;4,9
856-22-8149;A;Yangon;Normal;Female;Home and lifestyle; 25 ; 1 ; 1 ; 27 ;23/03/2019;10:13:00;Ewallet;25,29;4,761904762;1,2645;6,1
699-01-4164;C;Naypyitaw;Normal;Male;Health and beauty; 42 ; 4 ; 8 ; 174 ;03/12/2019;19:58:00;Credit card;166;4,761904762;8,3;8,2
420-11-4919;C;Naypyitaw;Member;Female;Food and beverages; 71 ; 5 ; 18 ; 375 ;17/02/2019;19:57:00;Credit card;356,95;4,761904762;17,8475;5,5
606-80-4905;C;Naypyitaw;Member;Female;Sports and travel; 19 ; 6 ; 6 ; 121 ;29/01/2019;10:01:00;Credit card;114,9;4,761904762;5,745;6,8
542-41-0513;B;Mandalay;Member;Female;Electronic accessories; 57 ; 4 ; 11 ; 241 ;15/03/2019;11:57:00;Cash;229,96;4,761904762;11,498;6,6
426-39-2418;C;Naypyitaw;Normal;Male;Electronic accessories; 61 ; 7 ; 21 ; 451 ;14/01/2019;10:02:00;Cash;429,87;4,761904762;21,4935;9,8
875-46-5808;B;Mandalay;Member;Male;Health and beauty; 26 ; 10 ; 13 ; 272 ;02/06/2019;14:51:00;Ewallet;259;4,761904762;12,95;8,7
394-43-4238;B;Mandalay;Member;Male;Home and lifestyle; 18 ; 5 ; 4 ; 93 ;15/02/2019;12:42:00;Credit card;88,85;4,761904762;4,4425;5,4
749-24-1565;A;Yangon;Normal;Female;Health and beauty; 23 ; 9 ; 10 ; 218 ;01/03/2019;12:02:00;Ewallet;207,27;4,761904762;10,3635;7,9
672-51-8681;C;Naypyitaw;Member;Female;Electronic accessories; 67 ; 9 ; 30 ; 630 ;01/04/2019;18:19:00;Credit card;599,85;4,761904762;29,9925;9,7
263-87-5680;C;Naypyitaw;Member;Female;Home and lifestyle; 29 ; 10 ; 14 ; 300 ;18/03/2019;17:38:00;Ewallet;285,3;4,761904762;14,265;7,8
573-58-9734;B;Mandalay;Normal;Female;Fashion accessories; 30 ; 3 ; 5 ; 96 ;28/03/2019;13:41:00;Ewallet;91,11;4,761904762;4,5555;5,1
817-69-8206;B;Mandalay;Normal;Female;Electronic accessories; 100 ; 9 ; 45 ; 942 ;03/02/2019;19:42:00;Credit card;897,57;4,761904762;44,8785;6,5
888-02-0338;A;Yangon;Normal;Male;Electronic accessories; 26 ; 9 ; 12 ; 248 ;25/01/2019;20:24:00;Ewallet;236,07;4,761904762;11,8035;5,9
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages; 93 ; 9 ; 42 ; 881 ;16/01/2019;18:08:00;Cash;839,34;4,761904762;41,967;8,8
142-63-6033;B;Mandalay;Normal;Male;Home and lifestyle; 92 ; 5 ; 23 ; 485 ;20/03/2019;19:17:00;Ewallet;461,8;4,761904762;23,09;4,9
656-16-1063;B;Mandalay;Normal;Male;Sports and travel; 46 ; 3 ; 7 ; 146 ;01/04/2019;13:24:00;Credit card;139,26;4,761904762;6,963;4,4
891-58-8335;B;Mandalay;Member;Female;Sports and travel; 30 ; 7 ; 10 ; 218 ;03/11/2019;15:53:00;Cash;207,27;4,761904762;10,3635;6,5
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle; 18 ; 1 ; 1 ; 19 ;22/03/2019;15:05:00;Credit card;18,28;4,761904762;0,914;8,3
560-30-5617;B;Mandalay;Normal;Female;Sports and travel; 25 ; 5 ; 6 ; 130 ;24/03/2019;18:27:00;Cash;123,85;4,761904762;6,1925;8,5
319-74-2561;A;Yangon;Member;Female;Electronic accessories; 95 ; 3 ; 14 ; 298 ;21/02/2019;16:55:00;Cash;283,92;4,761904762;14,196;5,5
549-03-9315;B;Mandalay;Normal;Male;Fashion accessories; 95 ; 8 ; 38 ; 797 ;02/12/2019;12:58:00;Ewallet;758,96;4,761904762;37,948;8,7
790-29-1172;B;Mandalay;Normal;Female;Food and beverages; 57 ; 3 ; 9 ; 181 ;03/10/2019;18:59:00;Credit card;172,02;4,761904762;8,601;7,9
239-36-3640;B;Mandalay;Normal;Male;Electronic accessories; 45 ; 6 ; 14 ; 286 ;31/01/2019;13:44:00;Ewallet;272,1;4,761904762;13,605;6,1
468-01-2051;B;Mandalay;Normal;Male;Food and beverages; 62 ; 7 ; 22 ; 456 ;03/06/2019;13:46:00;Ewallet;434,56;4,761904762;21,728;5,4
389-25-3394;C;Naypyitaw;Normal;Male;Electronic accessories; 12 ; 5 ; 3 ; 62 ;17/02/2019;18:06:00;Cash;59,05;4,761904762;2,9525;9,4
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories; 13 ; 1 ; 1 ; 13 ;21/02/2019;12:38:00;Cash;12,54;4,761904762;0,627;8,2
213-72-6612;A;Yangon;Normal;Male;Food and beverages; 43 ; 2 ; 4 ; 91 ;20/03/2019;15:56:00;Cash;86,5;4,761904762;4,325;6,2
746-68-6593;C;Naypyitaw;Member;Female;Sports and travel; 87 ; 2 ; 9 ; 183 ;01/11/2019;14:29:00;Credit card;174,32;4,761904762;8,716;9,7
836-82-5858;B;Mandalay;Member;Male;Health and beauty; 69 ; 9 ; 31 ; 656 ;26/01/2019;19:14:00;Ewallet;624,33;4,761904762;31,2165;4
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories; 37 ; 4 ; 7 ; 156 ;31/01/2019;16:24:00;Ewallet;148,24;4,761904762;7,412;9,7
466-61-5506;B;Mandalay;Member;Female;Electronic accessories; 91 ; 6 ; 27 ; 571 ;26/02/2019;10:52:00;Cash;544,2;4,761904762;27,21;5,3
721-86-6247;A;Yangon;Normal;Female;Home and lifestyle; 63 ; 8 ; 25 ; 533 ;03/11/2019;12:55:00;Ewallet;507,36;4,761904762;25,368;7,4
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories; 81 ; 2 ; 8 ; 171 ;26/01/2019;19:28:00;Cash;162,74;4,761904762;8,137;6,5
545-46-3100;B;Mandalay;Member;Female;Electronic accessories; 11 ; 3 ; 2 ; 33 ;03/12/2019;13:52:00;Credit card;31,77;4,761904762;1,5885;8,7
418-02-5978;B;Mandalay;Normal;Female;Health and beauty; 84 ; 9 ; 38 ; 795 ;02/11/2019;10:54:00;Cash;756,81;4,761904762;37,8405;8
269-04-5750;B;Mandalay;Member;Male;Fashion accessories; 74 ; 4 ; 15 ; 310 ;21/02/2019;18:31:00;Cash;295,28;4,761904762;14,764;6,7
157-13-5295;A;Yangon;Member;Male;Health and beauty; 52 ; 10 ; 26 ; 545 ;03/09/2019;18:24:00;Ewallet;519,4;4,761904762;25,97;6,5
645-78-8093;A;Yangon;Normal;Female;Sports and travel; 93 ; 2 ; 9 ; 196 ;20/01/2019;18:09:00;Ewallet;186,28;4,761904762;9,314;4,1
211-30-9270;C;Naypyitaw;Normal;Male;Health and beauty; 17 ; 5 ; 4 ; 91 ;28/01/2019;15:16:00;Credit card;87,05;4,761904762;4,3525;4,9
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories; 44 ; 5 ; 11 ; 232 ;03/05/2019;17:07:00;Credit card;221,1;4,761904762;11,055;8,6
346-84-3103;B;Mandalay;Member;Female;Electronic accessories; 13 ; 5 ; 3 ; 69 ;03/02/2019;19:26:00;Cash;66,1;4,761904762;3,305;4,3
478-06-7835;A;Yangon;Normal;Male;Fashion accessories; 90 ; 1 ; 4 ; 94 ;01/11/2019;11:20:00;Ewallet;89,69;4,761904762;4,4845;4,9
540-11-4336;A;Yangon;Normal;Male;Food and beverages; 25 ; 9 ; 11 ; 236 ;01/11/2019;16:49:00;Credit card;224,46;4,761904762;11,223;5,6
448-81-5016;A;Yangon;Normal;Male;Health and beauty; 60 ; 2 ; 6 ; 126 ;03/11/2019;12:01:00;Credit card;119,54;4,761904762;5,977;5,8
142-72-4741;C;Naypyitaw;Member;Male;Fashion accessories; 93 ; 2 ; 9 ; 196 ;28/02/2019;18:37:00;Credit card;186,4;4,761904762;9,32;6
217-58-1179;A;Yangon;Member;Male;Home and lifestyle; 63 ; 4 ; 13 ; 263 ;01/05/2019;11:25:00;Cash;250,6;4,761904762;12,53;4,2
376-02-8238;B;Mandalay;Normal;Male;Home and lifestyle; 94 ; 8 ; 38 ; 789 ;02/02/2019;18:42:00;Credit card;750,96;4,761904762;37,548;8,3
530-90-9855;A;Yangon;Member;Male;Home and lifestyle; 48 ; 8 ; 19 ; 400 ;01/01/2019;14:47:00;Cash;380,72;4,761904762;19,036;5,7
866-05-7563;B;Mandalay;Member;Female;Electronic accessories; 81 ; 3 ; 12 ; 256 ;02/09/2019;19:43:00;Cash;244,2;4,761904762;12,21;4,8
604-70-6476;A;Yangon;Member;Male;Fashion accessories; 18 ; 5 ; 4 ; 94 ;23/01/2019;14:04:00;Ewallet;89,7;4,761904762;4,485;6,8
799-71-1548;A;Yangon;Member;Male;Electronic accessories; 78 ; 4 ; 16 ; 326 ;01/07/2019;16:11:00;Credit card;310,88;4,761904762;15,544;8,8
785-13-7708;B;Mandalay;Normal;Male;Food and beverages; 73 ; 7 ; 26 ; 537 ;14/01/2019;19:06:00;Credit card;511,42;4,761904762;25,571;4,2
845-51-0542;B;Mandalay;Member;Male;Food and beverages; 47 ; 9 ; 21 ; 440 ;02/02/2019;15:34:00;Ewallet;418,95;4,761904762;20,9475;6,4
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories; 35 ; 10 ; 18 ; 369 ;17/03/2019;19:06:00;Credit card;351,9;4,761904762;17,595;8,4
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel; 14 ; 2 ; 1 ; 30 ;03/02/2019;19:44:00;Credit card;28,78;4,761904762;1,439;7,2
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle; 24 ; 4 ; 5 ; 100 ;16/03/2019;11:22:00;Cash;95;4,761904762;4,75;5,2
704-11-6354;A;Yangon;Member;Male;Home and lifestyle; 59 ; 8 ; 24 ; 495 ;01/06/2019;11:23:00;Cash;471,2;4,761904762;23,56;8,9
110-48-7033;B;Mandalay;Member;Male;Fashion accessories; 33 ; 4 ; 7 ; 137 ;29/01/2019;14:12:00;Cash;130,48;4,761904762;6,524;9
366-93-0948;A;Yangon;Member;Male;Electronic accessories; 66 ; 1 ; 3 ; 70 ;31/01/2019;10:46:00;Credit card;66,35;4,761904762;3,3175;9,7
729-09-9681;A;Yangon;Member;Male;Home and lifestyle; 26 ; 6 ; 8 ; 163 ;02/05/2019;10:16:00;Ewallet;155,46;4,761904762;7,773;8,7
151-16-1484;A;Yangon;Member;Male;Electronic accessories; 32 ; 4 ; 6 ; 135 ;13/02/2019;12:38:00;Ewallet;129;4,761904762;6,45;6,5
380-94-4661;C;Naypyitaw;Member;Male;Electronic accessories; 66 ; 4 ; 13 ; 277 ;02/07/2019;13:05:00;Credit card;263,76;4,761904762;13,188;6,9
850-41-9669;A;Yangon;Normal;Female;Electronic accessories; 75 ; 9 ; 34 ; 709 ;19/03/2019;13:25:00;Ewallet;675,54;4,761904762;33,777;6,2
821-07-3596;C;Naypyitaw;Normal;Female;Fashion accessories; 16 ; 4 ; 3 ; 69 ;03/07/2019;14:53:00;Ewallet;65,8;4,761904762;3,29;5,6
655-85-5130;B;Mandalay;Member;Female;Fashion accessories; 38 ; 4 ; 8 ; 161 ;13/03/2019;19:22:00;Cash;153,2;4,761904762;7,66;5,7
447-15-7839;A;Yangon;Member;Female;Sports and travel; 22 ; 10 ; 11 ; 234 ;02/09/2019;11:00:00;Cash;222,4;4,761904762;11,12;4,2
154-74-7179;B;Mandalay;Normal;Male;Sports and travel; 54 ; 1 ; 3 ; 57 ;26/02/2019;19:24:00;Ewallet;54,45;4,761904762;2,7225;7,9
253-12-6086;A;Yangon;Member;Female;Sports and travel; 98 ; 7 ; 34 ; 723 ;03/12/2019;12:43:00;Credit card;688,8;4,761904762;34,44;8,7
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle; 35 ; 4 ; 7 ; 149 ;14/03/2019;17:22:00;Credit card;141,88;4,761904762;7,094;6,9
571-94-0759;B;Mandalay;Member;Female;Food and beverages; 75 ; 10 ; 37 ; 783 ;01/08/2019;20:55:00;Cash;746;4,761904762;37,3;9,5
144-51-6085;A;Yangon;Member;Male;Home and lifestyle; 71 ; 4 ; 14 ; 297 ;01/05/2019;16:05:00;Credit card;282,96;4,761904762;14,148;4,4
731-14-2199;A;Yangon;Member;Female;Home and lifestyle; 36 ; 10 ; 18 ; 373 ;01/04/2019;13:34:00;Ewallet;355,4;4,761904762;17,77;7
783-09-1637;B;Mandalay;Normal;Female;Sports and travel; 67 ; 5 ; 17 ; 354 ;03/06/2019;18:13:00;Ewallet;337,15;4,761904762;16,8575;6,3
687-15-1097;C;Naypyitaw;Member;Female;Health and beauty; 21 ; 2 ; 2 ; 44 ;01/03/2019;19:17:00;Cash;42,24;4,761904762;2,112;9,7
126-54-1082;A;Yangon;Member;Female;Home and lifestyle; 22 ; 9 ; 10 ; 204 ;01/07/2019;11:44:00;Credit card;193,86;4,761904762;9,693;8,8
633-91-1052;A;Yangon;Normal;Female;Home and lifestyle; 12 ; 2 ; 1 ; 25 ;27/01/2019;15:51:00;Cash;24,06;4,761904762;1,203;5,1
477-24-6490;B;Mandalay;Normal;Female;Health and beauty; 100 ; 6 ; 30 ; 628 ;26/02/2019;16:52:00;Ewallet;598,26;4,761904762;29,913;7,9
566-19-5475;B;Mandalay;Normal;Male;Fashion accessories; 48 ; 7 ; 17 ; 353 ;01/07/2019;20:52:00;Cash;335,79;4,761904762;16,7895;6,2
526-86-8552;C;Naypyitaw;Member;Female;Home and lifestyle; 22 ; 10 ; 11 ; 229 ;01/07/2019;17:36:00;Cash;218,2;4,761904762;10,91;7,1
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories; 95 ; 4 ; 19 ; 401 ;02/02/2019;13:23:00;Ewallet;381,68;4,761904762;19,084;6,4
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories; 71 ; 10 ; 35 ; 745 ;20/03/2019;16:28:00;Cash;709,9;4,761904762;35,495;5,7
828-61-5674;A;Yangon;Member;Male;Sports and travel; 44 ; 10 ; 22 ; 462 ;20/03/2019;19:57:00;Credit card;440,2;4,761904762;22,01;9,6
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle; 70 ; 8 ; 28 ; 588 ;15/02/2019;17:01:00;Credit card;559,68;4,761904762;27,984;6,4
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle; 37 ; 1 ; 2 ; 39 ;03/06/2019;13:29:00;Credit card;37;4,761904762;1,85;7,9
490-29-1201;A;Yangon;Normal;Female;Sports and travel; 15 ; 1 ; 1 ; 16 ;01/06/2019;11:09:00;Cash;15,34;4,761904762;0,767;6,5
667-92-0055;A;Yangon;Member;Male;Health and beauty; 100 ; 6 ; 30 ; 629 ;03/04/2019;15:02:00;Ewallet;598,98;4,761904762;29,949;8,5
565-17-3836;A;Yangon;Member;Female;Health and beauty; 48 ; 4 ; 10 ; 200 ;03/12/2019;14:21:00;Cash;190,68;4,761904762;9,534;9,1
498-41-1961;B;Mandalay;Normal;Male;Health and beauty; 67 ; 5 ; 17 ; 350 ;20/02/2019;18:01:00;Cash;333,4;4,761904762;16,67;7,6
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle; 75 ; 1 ; 4 ; 79 ;24/03/2019;14:49:00;Cash;74,86;4,761904762;3,743;6,9
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel; 24 ; 9 ; 11 ; 224 ;31/01/2019;12:02:00;Cash;213,75;4,761904762;10,6875;9,5
283-79-9594;B;Mandalay;Normal;Female;Food and beverages; 49 ; 7 ; 17 ; 357 ;25/01/2019;13:30:00;Credit card;339,57;4,761904762;16,9785;5,2
430-60-3493;A;Yangon;Member;Female;Home and lifestyle; 95 ; 7 ; 33 ; 697 ;02/03/2019;14:38:00;Cash;664,16;4,761904762;33,208;4,2
139-20-0155;B;Mandalay;Member;Male;Electronic accessories; 40 ; 10 ; 20 ; 423 ;24/01/2019;17:37:00;Credit card;403;4,761904762;20,15;7
558-80-4082;C;Naypyitaw;Normal;Male;Electronic accessories; 28 ; 7 ; 10 ; 205 ;14/03/2019;17:20:00;Ewallet;194,95;4,761904762;9,7475;6
278-97-7759;A;Yangon;Member;Female;Electronic accessories; 62 ; 1 ; 3 ; 66 ;18/02/2019;20:29:00;Cash;62,48;4,761904762;3,124;4,7
316-68-6352;A;Yangon;Member;Female;Food and beverages; 36 ; 2 ; 4 ; 76 ;21/01/2019;10:00:00;Cash;72,72;4,761904762;3,636;7,1
585-03-5943;B;Mandalay;Normal;Male;Health and beauty; 18 ; 10 ; 9 ; 190 ;13/03/2019;11:46:00;Ewallet;181,1;4,761904762;9,055;5,9
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories; 52 ; 5 ; 13 ; 273 ;03/03/2019;13:42:00;Cash;259,6;4,761904762;12,98;7,5
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories; 29 ; 4 ; 6 ; 121 ;29/03/2019;14:44:00;Cash;115,36;4,761904762;5,768;6,4
744-02-5987;A;Yangon;Member;Male;Home and lifestyle; 78 ; 6 ; 24 ; 494 ;01/10/2019;14:16:00;Ewallet;470,28;4,761904762;23,514;5,8
307-83-9164;A;Yangon;Member;Male;Home and lifestyle; 60 ; 4 ; 12 ; 252 ;25/01/2019;15:54:00;Cash;240,04;4,761904762;12,002;4,5
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle; 89 ; 1 ; 4 ; 93 ;19/01/2019;10:21:00;Cash;88,61;4,761904762;4,4305;7,7
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories; 100 ; 2 ; 10 ; 210 ;01/02/2019;18:09:00;Credit card;199,64;4,761904762;9,982;6,7
573-10-3877;B;Mandalay;Member;Male;Health and beauty; 39 ; 1 ; 2 ; 41 ;03/12/2019;16:46:00;Credit card;39,01;4,761904762;1,9505;4,7
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages; 49 ; 1 ; 2 ; 51 ;25/02/2019;15:31:00;Cash;48,61;4,761904762;2,4305;4,4
439-54-7422;A;Yangon;Normal;Female;Electronic accessories; 51 ; 4 ; 10 ; 215 ;18/03/2019;17:15:00;Credit card;204,76;4,761904762;10,238;4,7
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories; 15 ; 8 ; 6 ; 126 ;23/02/2019;12:29:00;Cash;119,68;4,761904762;5,984;8,6
411-77-0180;A;Yangon;Member;Male;Electronic accessories; 72 ; 7 ; 25 ; 531 ;26/03/2019;20:14:00;Ewallet;505,4;4,761904762;25,27;4,3
286-01-5402;A;Yangon;Normal;Female;Sports and travel; 40 ; 7 ; 14 ; 296 ;30/03/2019;13:22:00;Cash;281,61;4,761904762;14,0805;9,6
803-17-8013;A;Yangon;Member;Female;Home and lifestyle; 89 ; 8 ; 36 ; 746 ;17/02/2019;17:09:00;Cash;710,32;4,761904762;35,516;4,1
512-98-1403;A;Yangon;Member;Female;Electronic accessories; 26 ; 3 ; 4 ; 83 ;21/03/2019;10:40:00;Ewallet;79,44;4,761904762;3,972;4,7
848-42-2560;A;Yangon;Normal;Female;Fashion accessories; 82 ; 2 ; 8 ; 172 ;03/05/2019;17:43:00;Cash;163,82;4,761904762;8,191;7,8
532-59-7201;B;Mandalay;Member;Male;Sports and travel; 80 ; 6 ; 24 ; 504 ;31/01/2019;14:04:00;Cash;479,58;4,761904762;23,979;5,5
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories; 69 ; 2 ; 7 ; 146 ;02/05/2019;19:05:00;Ewallet;138,66;4,761904762;6,933;9,7
870-76-1733;A;Yangon;Member;Female;Food and beverages; 14 ; 5 ; 4 ; 75 ;02/01/2019;10:08:00;Credit card;71,15;4,761904762;3,5575;4,4
423-64-4619;A;Yangon;Member;Female;Health and beauty; 16 ; 9 ; 7 ; 147 ;03/07/2019;13:12:00;Cash;139,95;4,761904762;6,9975;5
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories; 78 ; 10 ; 39 ; 820 ;02/10/2019;20:51:00;Cash;781,3;4,761904762;39,065;4,4
174-36-3675;C;Naypyitaw;Member;Male;Food and beverages; 99 ; 2 ; 10 ; 209 ;14/02/2019;17:29:00;Cash;198,74;4,761904762;9,937;5,2
428-83-5800;C;Naypyitaw;Member;Female;Food and beverages; 21 ; 3 ; 3 ; 66 ;02/09/2019;10:25:00;Cash;63,24;4,761904762;3,162;7,3
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories; 75 ; 5 ; 19 ; 393 ;01/10/2019;11:34:00;Cash;373,95;4,761904762;18,6975;4,9
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty; 30 ; 7 ; 10 ; 218 ;03/11/2019;18:58:00;Credit card;207,69;4,761904762;10,3845;8,1
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty; 44 ; 4 ; 9 ; 185 ;18/02/2019;16:28:00;Ewallet;176,28;4,761904762;8,814;8,4
649-11-3678;C;Naypyitaw;Normal;Female;Food and beverages; 23 ; 9 ; 10 ; 217 ;26/02/2019;20:26:00;Cash;206,37;4,761904762;10,3185;5,5
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty; 39 ; 1 ; 2 ; 41 ;18/01/2019;15:08:00;Cash;39,42;4,761904762;1,971;8,4
372-94-8041;A;Yangon;Normal;Male;Health and beauty; 15 ; 6 ; 5 ; 96 ;15/02/2019;18:03:00;Ewallet;91,56;4,761904762;4,578;9,8
